season,week,date,visitor,vScore,home,hScore,notes
1979,13,1979-11-25,buffalo-bills,16,new-england-patriots,13,OT
1979,13,1979-11-25,cleveland-browns,30,pittsburgh-steelers,33,OT
1979,13,1979-11-25,minnesota-vikings,23,tampa-bay-buccaneers,22,
1979,13,1979-11-25,new-orleans-saints,37,atlanta-falcons,6,
1979,13,1979-11-25,st.-louis-cardinals,28,cincinnati-bengals,34,
1979,13,1979-11-25,washington-redskins,6,new-york-giants,14,
1979,13,1979-11-25,philadelphia-eagles,21,green-bay-packers,10,
1979,13,1979-11-25,kansas-city-chiefs,7,san-diego-chargers,28,
1979,13,1979-11-25,los-angeles-rams,26,san-francisco-49ers,20,
1979,13,1979-11-25,miami-dolphins,28,baltimore-colts,24,
1979,13,1979-11-25,oakland-raiders,14,denver-broncos,10,
1979,13,1979-11-26,new-york-jets,7,seattle-seahawks,30,
1979,14,1979-11-29,new-england-patriots,24,miami-dolphins,39,
1979,14,1979-12-02,baltimore-colts,17,new-york-jets,30,
1979,14,1979-12-02,chicago-bears,14,tampa-bay-buccaneers,0,
1979,14,1979-12-02,cincinnati-bengals,17,pittsburgh-steelers,37,
1979,14,1979-12-02,denver-broncos,19,buffalo-bills,16,
1979,14,1979-12-02,detroit-lions,7,philadelphia-eagles,44,
1979,14,1979-12-02,green-bay-packers,21,washington-redskins,38,
1979,14,1979-12-02,houston-oilers,7,cleveland-browns,14,
1979,14,1979-12-02,san-francisco-49ers,10,st.-louis-cardinals,13,
1979,14,1979-12-02,seattle-seahawks,21,kansas-city-chiefs,37,
1979,14,1979-12-02,atlanta-falcons,28,san-diego-chargers,26,
1979,14,1979-12-02,minnesota-vikings,21,los-angeles-rams,27,OT
1979,14,1979-12-02,new-york-giants,7,dallas-cowboys,28,
1979,14,1979-12-03,oakland-raiders,42,new-orleans-saints,35,
1979,15,1979-12-08,dallas-cowboys,24,philadelphia-eagles,17,
1979,15,1979-12-08,denver-broncos,23,seattle-seahawks,28,
1979,15,1979-12-09,chicago-bears,15,green-bay-packers,14,
1979,15,1979-12-09,cincinnati-bengals,14,washington-redskins,28,
1979,15,1979-12-09,los-angeles-rams,34,atlanta-falcons,13,
1979,15,1979-12-09,miami-dolphins,28,detroit-lions,10,
1979,15,1979-12-09,new-york-giants,20,st.-louis-cardinals,29,
1979,15,1979-12-09,buffalo-bills,3,minnesota-vikings,10,
1979,15,1979-12-09,kansas-city-chiefs,10,baltimore-colts,7,
1979,15,1979-12-09,cleveland-browns,14,oakland-raiders,19,
1979,15,1979-12-09,new-england-patriots,26,new-york-jets,27,
1979,15,1979-12-09,san-diego-chargers,35,new-orleans-saints,0,
1979,15,1979-12-09,tampa-bay-buccaneers,7,san-francisco-49ers,23,
1979,15,1979-12-10,pittsburgh-steelers,17,houston-oilers,20,
1979,16,1979-12-15,new-york-jets,27,miami-dolphins,24,
1979,16,1979-12-15,green-bay-packers,18,detroit-lions,13,
1979,16,1979-12-16,baltimore-colts,31,new-york-giants,7,
1979,16,1979-12-16,buffalo-bills,0,pittsburgh-steelers,28,
1979,16,1979-12-16,cleveland-browns,12,cincinnati-bengals,16,
1979,16,1979-12-16,kansas-city-chiefs,0,tampa-bay-buccaneers,3,
1979,16,1979-12-16,minnesota-vikings,23,new-england-patriots,27,
1979,16,1979-12-16,san-francisco-49ers,21,atlanta-falcons,31,
1979,16,1979-12-16,st.-louis-cardinals,6,chicago-bears,42,
1979,16,1979-12-16,new-orleans-saints,29,los-angeles-rams,14,
1979,16,1979-12-16,philadelphia-eagles,26,houston-oilers,20,
1979,16,1979-12-16,seattle-seahawks,29,oakland-raiders,24,
1979,16,1979-12-16,washington-redskins,34,dallas-cowboys,35,
1979,16,1979-12-17,denver-broncos,7,san-diego-chargers,17,
1979,Wild Card Playoff,1979-12-23,chicago-bears,17,philadelphia-eagles,27,
1979,Wild Card Playoff,1979-12-23,denver-broncos,7,houston-oilers,13,
1979,Divisional Playoff,1979-12-29,philadelphia-eagles,17,tampa-bay-buccaneers,24,
1979,Divisional Playoff,1979-12-29,houston-oilers,17,san-diego-chargers,14,
1979,Divisional Playoff,1979-12-30,miami-dolphins,14,pittsburgh-steelers,34,
1979,Divisional Playoff,1979-12-30,los-angeles-rams,21,dallas-cowboys,19,
1979,Conference Championship,1980-01-06,houston-oilers,13,pittsburgh-steelers,27,
1979,Conference Championship,1980-01-06,los-angeles-rams,9,tampa-bay-buccaneers,0,
1979,Super Bowl,1980-01-20,los-angeles-rams,19,pittsburgh-steelers,31,
1980,1,1980-09-07,atlanta-falcons,23,minnesota-vikings,24,
1980,1,1980-09-07,chicago-bears,6,green-bay-packers,12,OT
1980,1,1980-09-07,cleveland-browns,17,new-england-patriots,34,
1980,1,1980-09-07,detroit-lions,41,los-angeles-rams,20,
1980,1,1980-09-07,houston-oilers,17,pittsburgh-steelers,31,
1980,1,1980-09-07,miami-dolphins,7,buffalo-bills,17,
1980,1,1980-09-07,new-york-giants,41,st.-louis-cardinals,35,
1980,1,1980-09-07,san-francisco-49ers,26,new-orleans-saints,23,
1980,1,1980-09-07,tampa-bay-buccaneers,17,cincinnati-bengals,12,
1980,1,1980-09-07,baltimore-colts,17,new-york-jets,14,
1980,1,1980-09-07,denver-broncos,6,philadelphia-eagles,27,
1980,1,1980-09-07,oakland-raiders,27,kansas-city-chiefs,14,
1980,1,1980-09-07,san-diego-chargers,34,seattle-seahawks,13,
1980,1,1980-09-08,dallas-cowboys,17,washington-redskins,3,
1980,2,1980-09-11,los-angeles-rams,9,tampa-bay-buccaneers,10,
1980,2,1980-09-14,atlanta-falcons,37,new-england-patriots,21,
1980,2,1980-09-14,detroit-lions,29,green-bay-packers,7,
1980,2,1980-09-14,new-orleans-saints,3,chicago-bears,22,
1980,2,1980-09-14,new-york-jets,10,buffalo-bills,20,
1980,2,1980-09-14,philadelphia-eagles,42,minnesota-vikings,7,
1980,2,1980-09-14,seattle-seahawks,17,kansas-city-chiefs,16,
1980,2,1980-09-14,washington-redskins,23,new-york-giants,21,
1980,2,1980-09-14,pittsburgh-steelers,20,baltimore-colts,17,
1980,2,1980-09-14,cincinnati-bengals,16,miami-dolphins,17,
1980,2,1980-09-14,dallas-cowboys,20,denver-broncos,41,
1980,2,1980-09-14,oakland-raiders,24,san-diego-chargers,30,OT
1980,2,1980-09-14,st.-louis-cardinals,21,san-francisco-49ers,24,OT
1980,2,1980-09-15,houston-oilers,16,cleveland-browns,7,
1980,3,1980-09-21,baltimore-colts,16,houston-oilers,21,
1980,3,1980-09-21,buffalo-bills,35,new-orleans-saints,26,
1980,3,1980-09-21,kansas-city-chiefs,13,cleveland-browns,20,
1980,3,1980-09-21,miami-dolphins,20,atlanta-falcons,17,
1980,3,1980-09-21,minnesota-vikings,34,chicago-bears,14,
1980,3,1980-09-21,pittsburgh-steelers,28,cincinnati-bengals,30,
1980,3,1980-09-21,st.-louis-cardinals,7,detroit-lions,20,
1980,3,1980-09-21,san-francisco-49ers,37,new-york-jets,27,
1980,3,1980-09-21,green-bay-packers,21,los-angeles-rams,51,
1980,3,1980-09-21,new-england-patriots,37,seattle-seahawks,31,
1980,3,1980-09-21,san-diego-chargers,30,denver-broncos,13,
1980,3,1980-09-21,tampa-bay-buccaneers,17,dallas-cowboys,28,
1980,3,1980-09-21,washington-redskins,21,oakland-raiders,24,
1980,3,1980-09-22,new-york-giants,3,philadelphia-eagles,35,
1980,4,1980-09-28,chicago-bears,3,pittsburgh-steelers,38,
1980,4,1980-09-28,cleveland-browns,34,tampa-bay-buccaneers,27,
1980,4,1980-09-28,dallas-cowboys,28,green-bay-packers,7,
1980,4,1980-09-28,houston-oilers,13,cincinnati-bengals,10,
1980,4,1980-09-28,los-angeles-rams,28,new-york-giants,7,
1980,4,1980-09-28,minnesota-vikings,7,detroit-lions,27,
1980,4,1980-09-28,new-orleans-saints,16,miami-dolphins,21,
1980,4,1980-09-28,oakland-raiders,7,buffalo-bills,24,
1980,4,1980-09-28,philadelphia-eagles,14,st.-louis-cardinals,24,
1980,4,1980-09-28,atlanta-falcons,20,san-francisco-49ers,17,
1980,4,1980-09-28,new-york-jets,21,baltimore-colts,35,
1980,4,1980-09-28,san-diego-chargers,24,kansas-city-chiefs,7,
1980,4,1980-09-28,seattle-seahawks,14,washington-redskins,0,
1980,4,1980-09-29,denver-broncos,14,new-england-patriots,23,
1980,5,1980-10-05,baltimore-colts,30,miami-dolphins,17,
1980,5,1980-10-05,cincinnati-bengals,9,green-bay-packers,14,
1980,5,1980-10-05,denver-broncos,19,cleveland-browns,16,
1980,5,1980-10-05,detroit-lions,28,atlanta-falcons,43,
1980,5,1980-10-05,new-england-patriots,21,new-york-jets,11,
1980,5,1980-10-05,pittsburgh-steelers,23,minnesota-vikings,17,
1980,5,1980-10-05,st.-louis-cardinals,40,new-orleans-saints,7,
1980,5,1980-10-05,seattle-seahawks,26,houston-oilers,7,
1980,5,1980-10-05,washington-redskins,14,philadelphia-eagles,24,
1980,5,1980-10-05,buffalo-bills,26,san-diego-chargers,24,
1980,5,1980-10-05,kansas-city-chiefs,31,oakland-raiders,17,
1980,5,1980-10-05,new-york-giants,3,dallas-cowboys,24,
1980,5,1980-10-05,san-francisco-49ers,26,los-angeles-rams,48,
1980,5,1980-10-06,tampa-bay-buccaneers,0,chicago-bears,23,
1980,6,1980-10-12,baltimore-colts,17,buffalo-bills,12,
1980,6,1980-10-12,chicago-bears,7,minnesota-vikings,13,
1980,6,1980-10-12,cincinnati-bengals,17,pittsburgh-steelers,16,
1980,6,1980-10-12,green-bay-packers,14,tampa-bay-buccaneers,14,OT
1980,6,1980-10-12,miami-dolphins,0,new-england-patriots,34,
1980,6,1980-10-12,philadelphia-eagles,31,new-york-giants,16,
1980,6,1980-10-12,san-francisco-49ers,14,dallas-cowboys,59,
1980,6,1980-10-12,cleveland-browns,27,seattle-seahawks,3,
1980,6,1980-10-12,houston-oilers,20,kansas-city-chiefs,21,
1980,6,1980-10-12,los-angeles-rams,21,st.-louis-cardinals,13,
1980,6,1980-10-12,new-orleans-saints,13,detroit-lions,24,
1980,6,1980-10-12,new-york-jets,14,atlanta-falcons,7,
1980,6,1980-10-12,san-diego-chargers,24,oakland-raiders,38,
1980,6,1980-10-13,washington-redskins,17,denver-broncos,20,
1980,7,1980-10-19,atlanta-falcons,41,new-orleans-saints,14,
1980,7,1980-10-19,buffalo-bills,14,miami-dolphins,17,
1980,7,1980-10-19,dallas-cowboys,10,philadelphia-eagles,17,
1980,7,1980-10-19,detroit-lions,7,chicago-bears,24,
1980,7,1980-10-19,green-bay-packers,21,cleveland-browns,26,
1980,7,1980-10-19,kansas-city-chiefs,23,denver-broncos,17,
1980,7,1980-10-19,minnesota-vikings,0,cincinnati-bengals,14,
1980,7,1980-10-19,st.-louis-cardinals,0,washington-redskins,23,
1980,7,1980-10-19,seattle-seahawks,27,new-york-jets,17,
1980,7,1980-10-19,new-england-patriots,37,baltimore-colts,21,
1980,7,1980-10-19,los-angeles-rams,31,san-francisco-49ers,17,
1980,7,1980-10-19,new-york-giants,7,san-diego-chargers,44,
1980,7,1980-10-19,tampa-bay-buccaneers,14,houston-oilers,20,
1980,7,1980-10-20,oakland-raiders,45,pittsburgh-steelers,34,
1980,8,1980-10-26,denver-broncos,14,new-york-giants,9,
1980,8,1980-10-26,detroit-lions,17,kansas-city-chiefs,20,
1980,8,1980-10-26,los-angeles-rams,10,atlanta-falcons,13,
1980,8,1980-10-26,minnesota-vikings,3,green-bay-packers,16,
1980,8,1980-10-26,new-england-patriots,13,buffalo-bills,31,
1980,8,1980-10-26,new-orleans-saints,14,washington-redskins,22,
1980,8,1980-10-26,pittsburgh-steelers,26,cleveland-browns,27,
1980,8,1980-10-26,st.-louis-cardinals,17,baltimore-colts,10,
1980,8,1980-10-26,chicago-bears,14,philadelphia-eagles,17,
1980,8,1980-10-26,cincinnati-bengals,3,houston-oilers,23,
1980,8,1980-10-26,seattle-seahawks,14,oakland-raiders,33,
1980,8,1980-10-26,tampa-bay-buccaneers,24,san-francisco-49ers,23,
1980,8,1980-10-26,san-diego-chargers,31,dallas-cowboys,42,
1980,8,1980-10-27,miami-dolphins,14,new-york-jets,17,
1980,9,1980-11-02,atlanta-falcons,30,buffalo-bills,14,
1980,9,1980-11-02,baltimore-colts,31,kansas-city-chiefs,24,
1980,9,1980-11-02,dallas-cowboys,27,st.-louis-cardinals,24,
1980,9,1980-11-02,green-bay-packers,20,pittsburgh-steelers,22,
1980,9,1980-11-02,new-york-giants,13,tampa-bay-buccaneers,30,
1980,9,1980-11-02,san-diego-chargers,31,cincinnati-bengals,14,
1980,9,1980-11-02,san-francisco-49ers,13,detroit-lions,17,
1980,9,1980-11-02,houston-oilers,20,denver-broncos,16,
1980,9,1980-11-02,miami-dolphins,10,oakland-raiders,16,
1980,9,1980-11-02,minnesota-vikings,39,washington-redskins,14,
1980,9,1980-11-02,new-orleans-saints,31,los-angeles-rams,45,
1980,9,1980-11-02,new-york-jets,21,new-england-patriots,34,
1980,9,1980-11-02,philadelphia-eagles,27,seattle-seahawks,20,
1980,9,1980-11-03,chicago-bears,21,cleveland-browns,27,
1980,10,1980-11-09,atlanta-falcons,33,st.-louis-cardinals,27,OT
1980,10,1980-11-09,buffalo-bills,31,new-york-jets,24,
1980,10,1980-11-09,dallas-cowboys,35,new-york-giants,38,
1980,10,1980-11-09,detroit-lions,0,minnesota-vikings,34,
1980,10,1980-11-09,pittsburgh-steelers,24,tampa-bay-buccaneers,21,
1980,10,1980-11-09,san-francisco-49ers,16,green-bay-packers,23,
1980,10,1980-11-09,washington-redskins,21,chicago-bears,35,
1980,10,1980-11-09,cleveland-browns,28,baltimore-colts,27,
1980,10,1980-11-09,cincinnati-bengals,17,oakland-raiders,28,
1980,10,1980-11-09,denver-broncos,20,san-diego-chargers,13,
1980,10,1980-11-09,kansas-city-chiefs,31,seattle-seahawks,30,
1980,10,1980-11-09,miami-dolphins,35,los-angeles-rams,14,
1980,10,1980-11-09,philadelphia-eagles,34,new-orleans-saints,21,
1980,10,1980-11-10,new-england-patriots,34,houston-oilers,38,
1980,11,1980-11-16,baltimore-colts,10,detroit-lions,9,
1980,11,1980-11-16,buffalo-bills,14,cincinnati-bengals,0,
1980,11,1980-11-16,cleveland-browns,13,pittsburgh-steelers,16,
1980,11,1980-11-16,green-bay-packers,21,new-york-giants,27,
1980,11,1980-11-16,los-angeles-rams,17,new-england-patriots,14,
1980,11,1980-11-16,new-orleans-saints,13,atlanta-falcons,31,
1980,11,1980-11-16,philadelphia-eagles,24,washington-redskins,0,
1980,11,1980-11-16,st.-louis-cardinals,21,dallas-cowboys,31,
1980,11,1980-11-16,tampa-bay-buccaneers,30,minnesota-vikings,38,
1980,11,1980-11-16,houston-oilers,10,chicago-bears,6,
1980,11,1980-11-16,kansas-city-chiefs,7,san-diego-chargers,20,
1980,11,1980-11-16,new-york-jets,24,denver-broncos,31,
1980,11,1980-11-16,san-francisco-49ers,13,miami-dolphins,17,
1980,11,1980-11-17,oakland-raiders,19,seattle-seahawks,17,
1980,12,1980-11-20,san-diego-chargers,27,miami-dolphins,24,OT
1980,12,1980-11-23,baltimore-colts,21,new-england-patriots,47,
1980,12,1980-11-23,chicago-bears,17,atlanta-falcons,28,
1980,12,1980-11-23,cincinnati-bengals,7,cleveland-browns,31,
1980,12,1980-11-23,detroit-lions,24,tampa-bay-buccaneers,10,
1980,12,1980-11-23,green-bay-packers,25,minnesota-vikings,13,
1980,12,1980-11-23,houston-oilers,28,new-york-jets,31,OT
1980,12,1980-11-23,kansas-city-chiefs,21,st.-louis-cardinals,13,
1980,12,1980-11-23,oakland-raiders,7,philadelphia-eagles,10,
1980,12,1980-11-23,pittsburgh-steelers,13,buffalo-bills,28,
1980,12,1980-11-23,new-york-giants,0,san-francisco-49ers,12,
1980,12,1980-11-23,seattle-seahawks,20,denver-broncos,36,
1980,12,1980-11-23,washington-redskins,10,dallas-cowboys,14,
1980,12,1980-11-24,los-angeles-rams,27,new-orleans-saints,7,
1980,13,1980-11-27,chicago-bears,23,detroit-lions,17,OT
1980,13,1980-11-27,seattle-seahawks,7,dallas-cowboys,51,
1980,13,1980-11-30,cincinnati-bengals,20,kansas-city-chiefs,6,
1980,13,1980-11-30,miami-dolphins,10,pittsburgh-steelers,23,
1980,13,1980-11-30,minnesota-vikings,23,new-orleans-saints,20,
1980,13,1980-11-30,st.-louis-cardinals,23,new-york-giants,7,
1980,13,1980-11-30,tampa-bay-buccaneers,20,green-bay-packers,17,
1980,13,1980-11-30,washington-redskins,6,atlanta-falcons,10,
1980,13,1980-11-30,buffalo-bills,24,baltimore-colts,28,
1980,13,1980-11-30,cleveland-browns,17,houston-oilers,14,
1980,13,1980-11-30,new-england-patriots,17,san-francisco-49ers,21,
1980,13,1980-11-30,new-york-jets,13,los-angeles-rams,38,
1980,13,1980-11-30,philadelphia-eagles,21,san-diego-chargers,22,
1980,13,1980-12-01,denver-broncos,3,oakland-raiders,9,
1980,14,1980-12-04,pittsburgh-steelers,0,houston-oilers,6,
1980,14,1980-12-07,atlanta-falcons,20,philadelphia-eagles,17,
1980,14,1980-12-07,baltimore-colts,33,cincinnati-bengals,34,
1980,14,1980-12-07,detroit-lions,23,st.-louis-cardinals,24,
1980,14,1980-12-07,green-bay-packers,7,chicago-bears,61,
1980,14,1980-12-07,los-angeles-rams,7,buffalo-bills,10,OT
1980,14,1980-12-07,minnesota-vikings,21,tampa-bay-buccaneers,10,
1980,14,1980-12-07,new-york-jets,14,cleveland-browns,17,
1980,14,1980-12-07,san-diego-chargers,17,washington-redskins,40,
1980,14,1980-12-07,dallas-cowboys,19,oakland-raiders,13,
1980,14,1980-12-07,denver-broncos,14,kansas-city-chiefs,31,
1980,14,1980-12-07,new-orleans-saints,35,san-francisco-49ers,38,OT
1980,14,1980-12-07,new-york-giants,27,seattle-seahawks,21,
1980,14,1980-12-08,new-england-patriots,13,miami-dolphins,16,OT
1980,15,1980-12-13,new-york-giants,13,washington-redskins,16,
1980,15,1980-12-13,seattle-seahawks,14,san-diego-chargers,21,
1980,15,1980-12-14,buffalo-bills,2,new-england-patriots,24,
1980,15,1980-12-14,cincinnati-bengals,17,chicago-bears,14,OT
1980,15,1980-12-14,cleveland-browns,23,minnesota-vikings,28,
1980,15,1980-12-14,houston-oilers,22,green-bay-packers,3,
1980,15,1980-12-14,kansas-city-chiefs,16,pittsburgh-steelers,21,
1980,15,1980-12-14,new-orleans-saints,21,new-york-jets,20,
1980,15,1980-12-14,st.-louis-cardinals,3,philadelphia-eagles,17,
1980,15,1980-12-14,san-francisco-49ers,10,atlanta-falcons,35,
1980,15,1980-12-14,miami-dolphins,24,baltimore-colts,14,
1980,15,1980-12-14,oakland-raiders,24,denver-broncos,21,
1980,15,1980-12-14,tampa-bay-buccaneers,14,detroit-lions,27,
1980,15,1980-12-15,dallas-cowboys,14,los-angeles-rams,38,
1980,16,1980-12-20,new-york-jets,24,miami-dolphins,17,
1980,16,1980-12-20,chicago-bears,14,tampa-bay-buccaneers,13,
1980,16,1980-12-21,cleveland-browns,27,cincinnati-bengals,24,
1980,16,1980-12-21,green-bay-packers,3,detroit-lions,24,
1980,16,1980-12-21,minnesota-vikings,16,houston-oilers,20,
1980,16,1980-12-21,new-england-patriots,38,new-orleans-saints,27,
1980,16,1980-12-21,oakland-raiders,33,new-york-giants,17,
1980,16,1980-12-21,washington-redskins,31,st.-louis-cardinals,7,
1980,16,1980-12-21,kansas-city-chiefs,38,baltimore-colts,28,
1980,16,1980-12-21,atlanta-falcons,17,los-angeles-rams,20,OT
1980,16,1980-12-21,buffalo-bills,18,san-francisco-49ers,13,
1980,16,1980-12-21,denver-broncos,25,seattle-seahawks,17,
1980,16,1980-12-21,philadelphia-eagles,27,dallas-cowboys,35,
1980,16,1980-12-22,pittsburgh-steelers,17,san-diego-chargers,26,
1980,Wild Card Playoff,1980-12-28,los-angeles-rams,13,dallas-cowboys,34,
1980,Wild Card Playoff,1980-12-28,houston-oilers,7,oakland-raiders,27,
1980,Divisional Playoff,1981-01-03,minnesota-vikings,16,philadelphia-eagles,31,
1980,Divisional Playoff,1981-01-03,buffalo-bills,14,san-diego-chargers,20,
1980,Divisional Playoff,1981-01-04,oakland-raiders,14,cleveland-browns,12,
1980,Divisional Playoff,1981-01-04,dallas-cowboys,30,atlanta-falcons,27,
1980,Conference Championship,1981-01-11,dallas-cowboys,7,philadelphia-eagles,20,
1980,Conference Championship,1981-01-11,oakland-raiders,34,san-diego-chargers,27,
1980,Super Bowl,1981-01-25,oakland-raiders,27,philadelphia-eagles,10,
1981,1,1981-09-05,minnesota-vikings,13,tampa-bay-buccaneers,21,
1981,1,1981-09-06,baltimore-colts,29,new-england-patriots,28,
1981,1,1981-09-06,dallas-cowboys,26,washington-redskins,10,
1981,1,1981-09-06,green-bay-packers,16,chicago-bears,9,
1981,1,1981-09-06,kansas-city-chiefs,37,pittsburgh-steelers,33,
1981,1,1981-09-06,miami-dolphins,20,st.-louis-cardinals,7,
1981,1,1981-09-06,new-orleans-saints,0,atlanta-falcons,27,
1981,1,1981-09-06,philadelphia-eagles,24,new-york-giants,10,
1981,1,1981-09-06,san-francisco-49ers,17,detroit-lions,24,
1981,1,1981-09-06,seattle-seahawks,21,cincinnati-bengals,27,
1981,1,1981-09-06,houston-oilers,27,los-angeles-rams,20,
1981,1,1981-09-06,new-york-jets,0,buffalo-bills,31,
1981,1,1981-09-06,oakland-raiders,7,denver-broncos,9,
1981,1,1981-09-07,san-diego-chargers,44,cleveland-browns,14,
1981,2,1981-09-10,pittsburgh-steelers,10,miami-dolphins,30,
1981,2,1981-09-13,atlanta-falcons,31,green-bay-packers,17,
1981,2,1981-09-13,houston-oilers,9,cleveland-browns,3,
1981,2,1981-09-13,los-angeles-rams,17,new-orleans-saints,23,
1981,2,1981-09-13,new-york-giants,17,washington-redskins,7,
1981,2,1981-09-13,tampa-bay-buccaneers,10,kansas-city-chiefs,19,
1981,2,1981-09-13,buffalo-bills,35,baltimore-colts,3,
1981,2,1981-09-13,chicago-bears,17,san-francisco-49ers,28,
1981,2,1981-09-13,cincinnati-bengals,31,new-york-jets,30,
1981,2,1981-09-13,denver-broncos,10,seattle-seahawks,13,
1981,2,1981-09-13,detroit-lions,23,san-diego-chargers,28,
1981,2,1981-09-13,new-england-patriots,3,philadelphia-eagles,13,
1981,2,1981-09-13,st.-louis-cardinals,17,dallas-cowboys,30,
1981,2,1981-09-14,oakland-raiders,36,minnesota-vikings,10,
1981,3,1981-09-17,philadelphia-eagles,20,buffalo-bills,14,
1981,3,1981-09-20,cleveland-browns,20,cincinnati-bengals,17,
1981,3,1981-09-20,detroit-lions,24,minnesota-vikings,26,
1981,3,1981-09-20,miami-dolphins,16,houston-oilers,10,
1981,3,1981-09-20,new-york-jets,10,pittsburgh-steelers,38,
1981,3,1981-09-20,san-diego-chargers,42,kansas-city-chiefs,31,
1981,3,1981-09-20,san-francisco-49ers,17,atlanta-falcons,34,
1981,3,1981-09-20,tampa-bay-buccaneers,17,chicago-bears,28,
1981,3,1981-09-20,washington-redskins,30,st.-louis-cardinals,40,
1981,3,1981-09-20,baltimore-colts,10,denver-broncos,28,
1981,3,1981-09-20,green-bay-packers,23,los-angeles-rams,35,
1981,3,1981-09-20,new-orleans-saints,7,new-york-giants,20,
1981,3,1981-09-20,seattle-seahawks,10,oakland-raiders,20,
1981,3,1981-09-21,dallas-cowboys,35,new-england-patriots,21,
1981,4,1981-09-27,atlanta-falcons,17,cleveland-browns,28,
1981,4,1981-09-27,buffalo-bills,24,cincinnati-bengals,27,OT
1981,4,1981-09-27,houston-oilers,17,new-york-jets,33,
